model,overall_mse,mse_at_1hz,mse_at_3hz,mse_at_5hz,mse_at_7hz
FC,0.5372318143713964,0.06133599206805229,0.6411298513412476,0.47510841488838196,0.9011593461036682
RNN,0.3405781809801925,0.10919417440891266,0.10123283416032791,0.2841072380542755,0.8819600343704224
LSTM,0.492805591184799,0.03304962068796158,0.3990972638130188,0.31339216232299805,1.19021737575531
